Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2119,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,16 Apr 2025
2120,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,03 Jan 2025
2121,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,04 Dec 2024
2122,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,15 Nov 2024
2123,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1400,1300,08 Feb 2025
2124,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1400,1300,27 Sep 2024
2125,Kalburgi,Kalburgi,Potato,Potato,Local,900,1400,1150,03 Jul 2025
2126,Kolar,Kolar,Potato,Local,FAQ,1500,1600,1550,31 Mar 2025
2127,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,30 Jan 2025
2128,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,23 Aug 2024
2129,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,01 Aug 2024
2130,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,08 May 2025
2131,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,10 Oct 2024
2132,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,22 Oct 2024
2133,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2200,14 Jan 2025
2134,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2400,03 Dec 2024
2135,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,10 Jun 2025
2136,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2600,11 Jun 2025
2137,Kolar,Kolar,Potato,Local,FAQ,2000,4000,3500,13 Nov 2024
2138,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,05 Feb 2025
2139,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,18 Feb 2025
2140,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,24 Feb 2025
2141,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1000,1600,1200,14 Apr 2025
2142,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,1800,1600,15 Mar 2025
2143,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,2500,2000,10 Aug 2024
2144,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2800,2500,19 Sep 2024
2145,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1500,1700,1500,12 Jul 2025
2146,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1600,1800,1700,04 Jul 2025
2147,Mysore,Nanjangud,Potato,Potato,FAQ,2083,2380,2222,19 Apr 2025
2148,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,24 Mar 2025
2149,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,09 May 2025
2150,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,23 Jan 2025
2151,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,23 Dec 2024
2152,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,08 Oct 2024
2153,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,10 Sep 2024
2154,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,14 Aug 2024
2155,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,21 Aug 2024
2156,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,04 Jul 2025
2157,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,21 Jul 2025
2158,Tumkur,Tumkur,Potato,Other,Local,2000,3200,2500,31 Jul 2025
2159,Udupi,Udupi,Potato,Potato,FAQ,1600,2000,1900,13 Mar 2025
2160,Udupi,Udupi,Potato,Potato,FAQ,2000,3000,2500,12 Dec 2024
2161,Udupi,Udupi,Potato,Potato,FAQ,2800,3000,2900,05 Dec 2024
2162,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,22 Aug 2024
2163,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,27 Aug 2024
2164,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1500,2500,1800,13 Feb 2025
2165,Chikmagalur,Bagepalli,Potato,Potato,FAQ,1700,2800,2300,26 Oct 2024
2166,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,2800,2400,14 Oct 2024
2167,Bangalore,Bangalore,Potato,Local,FAQ,1400,1800,1600,14 Feb 2025
2168,Bangalore,Bangalore,Potato,Local,FAQ,1600,2800,2200,10 Jan 2025
2169,Bangalore,Bangalore,Potato,Local,FAQ,1600,2800,2200,19 Aug 2024
2170,Bangalore,Bangalore,Potato,Local,FAQ,1600,3200,2400,18 Sep 2024
2171,Bangalore,Bangalore,Potato,Local,FAQ,2400,3400,2900,02 Dec 2024
2172,Bangalore,Bangalore,Potato,Local,FAQ,3600,4000,3800,14 Oct 2024
2173,Bangalore,Bangalore,Potato,Local,FAQ,3600,5000,4300,04 Dec 2024
2174,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2200,2000,22 Jan 2025
2175,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2400,2100,23 Jan 2025
2176,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2500,22 Oct 2024
2177,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3200,2800,16 Jan 2025
2178,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3200,3000,05 Aug 2024
2179,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3000,2800,26 Sep 2024
2180,Kolar,Bangarpet,Potato,Jalander,FAQ,1400,1800,1600,27 Jan 2025
2181,Kolar,Bangarpet,Potato,Local,FAQ,2000,3000,2500,17 Feb 2025
2182,Kolar,Bangarpet,Potato,Local,FAQ,2000,3000,2500,20 Sep 2024
2183,Belgaum,Belgaum,Potato,Local,FAQ,1000,2500,2000,01 Jan 2025
2184,Belgaum,Belgaum,Potato,Local,FAQ,1000,3500,3000,16 Nov 2024
2185,Belgaum,Belgaum,Potato,Local,FAQ,1500,2100,1800,15 Feb 2025
2186,Belgaum,Belgaum,Potato,Local,FAQ,1500,2200,1800,01 Mar 2025
2187,Belgaum,Belgaum,Potato,Local,FAQ,1500,2700,2200,27 Dec 2024
2188,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,23 Sep 2024
2189,Belgaum,Belgaum,Potato,Local,FAQ,2000,3200,2500,04 Sep 2024
2190,Belgaum,Belgaum,Potato,Local,FAQ,2000,3200,2500,09 Sep 2024
2191,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,29 Oct 2024
2192,Hassan,Belur,Potato,Chandermukhi,FAQ,1600,1600,1600,24 Sep 2024
2193,Hassan,Channarayapatna,Potato,Local,Ref grade-1,2000,2000,2000,03 Feb 2025
2194,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1600,1400,19 Apr 2025
2195,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,1800,10 Jun 2025
2196,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,1800,13 Jun 2025
2197,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,1800,30 Jun 2025
2198,Kolar,Chickkaballapura,Potato,Local,FAQ,600,3400,3000,11 Nov 2024
2199,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,3000,2600,02 Nov 2024
2200,Kolar,Chickkaballapura,Potato,Local,FAQ,2500,3000,2800,01 Nov 2024
2201,Kolar,Chickkaballapura,Potato,Local,FAQ,2500,3000,2800,29 Oct 2024
2202,Kolar,Chickkaballapura,Potato,Local,FAQ,3000,3600,3200,09 Nov 2024
2203,Kolar,Chickkaballapura,Potato,Local,Local,1800,2200,2000,14 Jul 2025
2204,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1852,1852,1852,08 Apr 2025
2205,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1920,2120,2020,29 Jan 2025
2206,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1941,2141,2041,01 Mar 2025
2207,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2037,2237,2137,28 May 2025
2208,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2083,2083,2083,13 May 2025
2209,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2084,2084,2084,30 Jan 2025
2210,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2137,2137,2137,12 Jun 2025
2211,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,06 Jan 2025
2212,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2565,2565,2565,10 Jan 2025
2213,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2565,2565,2565,20 Mar 2025
2214,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2588,2788,2688,31 Dec 2024
2215,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2655,2855,2755,03 Oct 2024
2216,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2765,2965,2865,13 Sep 2024
2217,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2778,2778,2778,15 Nov 2024
2218,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2876,3076,2976,05 Sep 2024
2219,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2976,2976,2976,19 Oct 2024
2220,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3031,3031,3031,07 Nov 2024
2221,Chikmagalur,Chikkamagalore,Potato,Other,Local,2174,2174,2174,24 Jul 2025
2222,Chikmagalur,Chikkamagalore,Potato,Other,Ref grade-1,2678,2878,2778,31 Jan 2025
2223,Kolar,Chintamani,Potato,Local,FAQ,1000,1200,1100,14 Feb 2025
2224,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,07 Dec 2024
2225,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,08 Nov 2024
2226,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,15 Nov 2024
2227,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,24 Jan 2025
2228,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2000,03 Jun 2025
2229,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,06 Sep 2024
2230,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,18 Sep 2024
2231,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,21 Mar 2025
2232,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,21 Sep 2024
2233,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,23 Sep 2024
2234,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,24 Apr 2025
2235,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,25 Jun 2025
2236,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,28 Feb 2025
2237,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2260,08 May 2025
2238,Davangere,Davangere,Potato,Potato,FAQ,2000,2600,2200,17 Sep 2024
2239,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,13 Jun 2025
2240,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,29 Mar 2025
2241,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3100,2800,06 Nov 2024
2242,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,3600,3300,02 Sep 2024
2243,Madikeri(Kodagu),Gonikappal,Potato,Local,FAQ,1018,1018,1018,06 Sep 2024
2244,Kolar,Gowribidanoor,Potato,Potato,FAQ,1600,2000,1850,04 May 2025
2245,Hassan,Hassan,Potato,Potato,Local,1163,1163,1163,14 Jul 2025
2246,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2600,2850,2700,19 Aug 2024
2247,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,500,2000,1600,10 Jan 2025
2248,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,2400,1600,21 Dec 2024
2249,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,2000,1800,22 Feb 2025
2250,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,1900,1700,15 May 2025
2251,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,1900,1700,29 Jan 2025
2252,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1900,1800,30 May 2025
2253,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,2400,2200,14 Dec 2024
2254,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,2600,2400,25 Nov 2024
2255,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,2900,2700,14 Oct 2024
2256,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,3200,2800,05 Aug 2024
2257,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,2800,2700,13 Nov 2024
2258,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,3200,2800,08 Nov 2024
2259,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1500,1600,1550,15 Jul 2025
2260,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,20 Feb 2025
2261,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,03 Dec 2024
2262,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,24 Sep 2024
2263,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,26 Sep 2024
2264,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,30 Jun 2025
2265,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,25 Sep 2024
2266,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1500,1250,19 Apr 2025
2267,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,09 Dec 2024
2268,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,26 Oct 2024
2269,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1400,1300,21 Sep 2024
2270,Kalburgi,Kalburgi,Potato,Potato,Local,800,1200,1000,15 Jul 2025
2271,Kolar,Kolar,Potato,Local,FAQ,1000,1400,1200,07 Apr 2025
2272,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,23 Mar 2025
2273,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,22 Aug 2024
2274,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,27 May 2025
2275,Kolar,Kolar,Potato,Local,FAQ,2000,2500,2300,13 Dec 2024
2276,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2300,24 Jun 2025
2277,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2600,04 Dec 2024
2278,Kolar,Kolar,Potato,Local,FAQ,2000,4000,3000,25 Oct 2024
2279,Kolar,Kolar,Potato,Local,Local,1000,2000,1600,07 Jul 2025
2280,Kolar,Kolar,Potato,Local,Local,1500,3000,2300,29 Jul 2025
2281,Kolar,Malur,Potato,Potato,FAQ,180,2200,2020,04 Jan 2025
2282,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,19 Feb 2025
2283,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,27 Jan 2025
2284,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2020,09 Jan 2025
2285,Kolar,Malur,Potato,Potato,FAQ,2800,3200,3100,27 Sep 2024
2286,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1000,1800,1700,27 Jun 2025
2287,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1800,2000,2000,29 Aug 2024
2288,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2400,2200,27 Jan 2025
2289,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2800,2500,05 Nov 2024
2290,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2400,3000,2700,17 Sep 2024
2291,Bangalore,Ramanagara,Potato,Potato,FAQ,2800,3200,3000,19 Feb 2025
2292,Bangalore,Ramanagara,Potato,Potato,FAQ,3600,4100,4000,27 Nov 2024
2293,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,20 Mar 2025
2294,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,30 Jun 2025
2295,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,24 Apr 2025
2296,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,28 Apr 2025
2297,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,12 Feb 2025
2298,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,13 Mar 2025
2299,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,28 Jan 2025
2300,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,02 Jan 2025
2301,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,06 Jan 2025
2302,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,26 Dec 2024
2303,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,05 Nov 2024
2304,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,08 Nov 2024
2305,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,15 Nov 2024
2306,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,18 Oct 2024
2307,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,29 Aug 2024
2308,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,12 Aug 2024
2309,Shimoga,Shimoga,Potato,Local,Local,2000,3000,2500,31 Jul 2025
2310,Udupi,Udupi,Potato,Potato,FAQ,1500,1600,1600,31 May 2025
2311,Udupi,Udupi,Potato,Potato,FAQ,2100,2500,2200,19 Apr 2025
2312,Udupi,Udupi,Potato,Potato,FAQ,2300,2400,2400,24 Feb 2025
2313,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,23 Jan 2025
2314,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,17 Feb 2025
2315,Udupi,Udupi,Potato,Potato,FAQ,2800,3000,2900,10 Dec 2024
2316,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,11 Nov 2024
2317,Udupi,Udupi,Potato,Potato,FAQ,3000,3200,3100,12 Nov 2024
2318,Udupi,Udupi,Potato,Potato,FAQ,3300,3400,3400,01 Oct 2024
2319,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,21 Oct 2024
2320,Udupi,Udupi,Potato,Potato,FAQ,4300,4800,4500,18 Dec 2024
